Fund_ID,Transaction_Date,Reporting_Quarter,Transaction_Type,Investment_MM_USD,Fees_MM_USD,Return_of_Cost_MM_USD,Profit_MM_USD,Quarterly_NAV_USD,MOIC
10,2018-03-30,1,Capital Call,-0.5514,-0.1045,0.0,0.0,2280274.82,1.54
10,2018-06-30,2,Capital Call,-0.582,-0.1045,0.0,0.0,2740393.94,1.54
10,2018-09-30,3,Capital Call,-0.5855,-0.1045,0.0,0.0,3168037.39,1.54
10,2018-12-30,4,Capital Call,-0.5229,-0.1045,0.0,0.0,3540199.16,1.54
10,2019-03-30,1,Capital Call,-0.4948,-0.1045,0.0,0.0,3989277.1,1.54
10,2019-06-30,2,Capital Call,-0.5232,-0.1045,0.0,0.0,4461519.16,1.54
10,2019-09-30,3,Capital Call,-0.5618,-0.1045,0.0,0.0,5041840.85,1.54
10,2019-12-30,4,Capital Call,-0.5482,-0.1045,0.0,0.0,5614351.67,1.54
10,2020-03-30,1,Capital Call,-0.5105,-0.1045,0.0,0.0,6040000.52,1.54
10,2020-06-30,2,Capital Call,-0.5901,-0.1045,0.0,0.0,6684681.34,1.54
10,2020-09-30,3,Capital Call,-0.5967,-0.1045,0.0,0.0,7335316.8,1.54
10,2020-12-30,4,Capital Call,-0.5231,-0.1045,0.0,0.0,7842607.63,1.54
10,2021-03-30,1,Capital Call,-0.506,-0.1045,0.0,0.0,,1.54
10,2021-03-30,1,Distribution,0.0,0.0,0.0286,0.0,8296867.55,1.54
10,2021-06-30,2,Capital Call,-0.6108,-0.1045,0.0,0.0,,1.54
10,2021-06-30,2,Distribution,0.0,0.0,0.0497,0.0,8958110.59,1.54
10,2021-09-30,3,Capital Call,-0.5006,-0.1045,0.0,0.0,,1.54
10,2021-09-30,3,Distribution,0.0,0.0,0.0876,0.0,9514587.69,1.54
10,2021-12-30,4,Capital Call,-0.5469,-0.1045,0.0,0.0,,1.54
10,2021-12-30,4,Distribution,0.0,0.0,0.1358,0.0,10039518.18,1.54
10,2022-03-30,1,Capital Call,-0.5584,-0.0522,0.0,0.0,,1.54
10,2022-03-30,1,Distribution,0.0,0.0,0.2086,0.0,10838404.0,1.54
10,2022-06-30,2,Capital Call,-0.5547,-0.0522,0.0,0.0,,1.54
10,2022-06-30,2,Distribution,0.0,0.0,0.3064,0.0,11396505.29,1.54
10,2022-09-30,3,Capital Call,-0.5389,-0.0522,0.0,0.0,,1.54
10,2022-09-30,3,Distribution,0.0,0.0,0.4244,0.0,12349492.49,1.54
10,2022-12-30,4,Capital Call,-0.6073,-0.0522,0.0,0.0,,1.54
10,2022-12-30,4,Distribution,0.0,0.0,0.7011,0.0,12841017.38,1.54
10,2023-03-30,1,Capital Call,-0.5763,-0.0522,0.0,0.0,,1.54
10,2023-03-30,1,Distribution,0.0,0.0,0.8665,0.0,13165942.89,1.54
10,2023-06-30,2,Capital Call,-0.5494,-0.0522,0.0,0.0,,1.54
10,2023-06-30,2,Distribution,0.0,0.0,1.1566,0.0,13043606.69,1.54
10,2023-09-30,3,Capital Call,-0.6165,-0.0522,0.0,0.0,,1.54
10,2023-09-30,3,Distribution,0.0,0.0,1.4508,0.0,12647511.93,1.54
10,2023-12-30,4,Capital Call,-0.5436,-0.0522,0.0,0.0,,1.54
10,2023-12-30,4,Distribution,0.0,0.0,1.794,0.0,12015021.92,1.54
10,2024-03-30,1,Capital Call,-0.5432,-0.0522,0.0,0.0,,1.54
10,2024-03-30,1,Distribution,0.0,0.0,2.1685,0.0,10732584.68,1.54
10,2024-06-30,2,Capital Call,-0.6264,-0.0522,0.0,0.0,,1.54
10,2024-06-30,2,Distribution,0.0,0.0,2.4215,0.0,9335519.82,1.54
10,2024-09-30,3,Capital Call,-0.5541,-0.0522,0.0,0.0,,1.54
10,2024-09-30,3,Distribution,0.0,0.0,2.1995,0.0,8059551.37,1.54
10,2024-12-30,4,Capital Call,-0.5488,-0.0522,0.0,0.0,,1.54
10,2024-12-30,4,Distribution,0.0,0.0,2.5655,0.0,6257481.31,1.54
10,2025-03-30,1,Distribution,0.0,0.0,2.7159,0.0,3983933.15,1.54
10,2025-06-30,2,Distribution,0.0,0.0,1.6188,0.6687,1940253.78,1.54
10,2025-09-30,3,Distribution,0.0,0.0,0.0,2.1753,1000.0,1.54
10,2025-12-30,4,Distribution,0.0,0.0,0.0,1.9534,1000.0,1.54
10,2026-03-30,1,Distribution,0.0,0.0,0.0,1.6695,1000.0,1.54
10,2026-06-30,2,Distribution,0.0,0.0,0.0,1.4843,1000.0,1.54
10,2026-09-30,3,Distribution,0.0,0.0,0.0,1.1208,1000.0,1.54
10,2026-12-30,4,Distribution,0.0,0.0,0.0,0.9105,1000.0,1.54
10,2027-03-30,1,Distribution,0.0,0.0,0.0,0.6048,1000.0,1.54
10,2027-06-30,2,Distribution,0.0,0.0,0.0,0.5014,1000.0,1.54
10,2027-09-30,3,Distribution,0.0,0.0,0.0,0.314,1000.0,1.54
10,2027-12-30,4,Distribution,0.0,0.0,0.0,0.2066,1000.0,1.54
10,2028-03-30,1,Distribution,0.0,0.0,0.0,0.1327,1000.0,1.54
10,2028-06-30,2,Distribution,0.0,0.0,0.0,0.0856,1000.0,1.54
10,2028-09-30,3,Distribution,0.0,0.0,0.0,0.0473,1000.0,1.54
10,2028-12-30,4,Distribution,0.0,0.0,0.0,0.0297,1000.0,1.54
10,2029-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1003.76,1.54
10,2029-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1010.61,1.54
10,2029-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1009.83,1.54
10,2029-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1017.81,1.54
10,2030-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1008.99,1.54
10,2030-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1013.78,1.54
10,2030-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1004.48,1.54
10,2030-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.54
10,2031-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1009.13,1.54
10,2031-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1005.02,1.54
10,2031-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1008.27,1.54
10,2031-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1000.17,1.54
11,2024-03-30,1,Capital Call,-0.1339,-0.024,0.0,0.0,109931.18,1.9
11,2024-06-30,2,Capital Call,-0.1135,-0.024,0.0,0.0,197684.89,1.9
11,2024-09-30,3,Capital Call,-0.1341,-0.024,0.0,0.0,304940.44,1.9
11,2024-12-30,4,Capital Call,-0.1172,-0.024,0.0,0.0,394825.38,1.9
11,2025-03-30,1,Capital Call,-0.1342,-0.024,0.0,0.0,500308.54,1.9
11,2025-06-30,2,Capital Call,-0.1123,-0.024,0.0,0.0,584554.96,1.9
11,2025-09-30,3,Capital Call,-0.1198,-0.024,0.0,0.0,673926.01,1.9
11,2025-12-30,4,Capital Call,-0.1285,-0.024,0.0,0.0,773126.26,1.9
11,2026-03-30,1,Capital Call,-0.1307,-0.024,0.0,0.0,887666.33,1.9
11,2026-06-30,2,Capital Call,-0.1388,-0.024,0.0,0.0,1012419.64,1.9
11,2026-09-30,3,Capital Call,-0.124,-0.024,0.0,0.0,1130998.51,1.9
11,2026-12-30,4,Capital Call,-0.1393,-0.024,0.0,0.0,1250413.32,1.9
11,2027-03-30,1,Capital Call,-0.1169,-0.024,0.0,0.0,1367563.35,1.9
11,2027-06-30,2,Capital Call,-0.1196,-0.024,0.0,0.0,1498479.89,1.9
11,2027-09-30,3,Capital Call,-0.1364,-0.024,0.0,0.0,1622214.67,1.9
11,2027-12-30,4,Capital Call,-0.1337,-0.024,0.0,0.0,1772843.0,1.9
11,2028-03-30,1,Capital Call,-0.1329,-0.024,0.0,0.0,,1.9
11,2028-03-30,1,Distribution,0.0,0.0,0.0083,0.0,1908332.81,1.9
11,2028-06-30,2,Capital Call,-0.1163,-0.024,0.0,0.0,,1.9
11,2028-06-30,2,Distribution,0.0,0.0,0.0139,0.0,2043170.04,1.9
11,2028-09-30,3,Capital Call,-0.1391,-0.024,0.0,0.0,,1.9
11,2028-09-30,3,Distribution,0.0,0.0,0.0211,0.0,2147309.56,1.9
11,2028-12-30,4,Capital Call,-0.115,-0.024,0.0,0.0,,1.9
11,2028-12-30,4,Distribution,0.0,0.0,0.0395,0.0,2251472.39,1.9
11,2029-03-30,1,Capital Call,-0.1294,-0.012,0.0,0.0,,1.9
11,2029-03-30,1,Distribution,0.0,0.0,0.0593,0.0,2471796.47,1.9
11,2029-06-30,2,Capital Call,-0.145,-0.012,0.0,0.0,,1.9
11,2029-06-30,2,Distribution,0.0,0.0,0.0901,0.0,2661756.14,1.9
11,2029-09-30,3,Capital Call,-0.1383,-0.012,0.0,0.0,,1.9
11,2029-09-30,3,Distribution,0.0,0.0,0.1247,0.0,2818318.56,1.9
11,2029-12-30,4,Capital Call,-0.1437,-0.012,0.0,0.0,,1.9
11,2029-12-30,4,Distribution,0.0,0.0,0.1957,0.0,2928473.22,1.9
11,2030-03-30,1,Capital Call,-0.1458,-0.012,0.0,0.0,,1.9
11,2030-03-30,1,Distribution,0.0,0.0,0.2291,0.0,2988684.23,1.9
11,2030-06-30,2,Capital Call,-0.1233,-0.012,0.0,0.0,,1.9
11,2030-06-30,2,Distribution,0.0,0.0,0.3033,0.0,2994912.74,1.9
11,2030-09-30,3,Capital Call,-0.1528,-0.012,0.0,0.0,,1.9
11,2030-09-30,3,Distribution,0.0,0.0,0.3679,0.0,2917732.29,1.9
11,2030-12-30,4,Capital Call,-0.147,-0.012,0.0,0.0,,1.9
11,2030-12-30,4,Distribution,0.0,0.0,0.4538,0.0,2767439.52,1.9
11,2031-03-30,1,Capital Call,-0.145,-0.012,0.0,0.0,,1.9
11,2031-03-30,1,Distribution,0.0,0.0,0.5733,0.0,2436140.93,1.9
11,2031-06-30,2,Capital Call,-0.1337,-0.012,0.0,0.0,,1.9
11,2031-06-30,2,Distribution,0.0,0.0,0.6626,0.0,2035829.13,1.9
11,2031-09-30,3,Capital Call,-0.1232,-0.012,0.0,0.0,,1.9
11,2031-09-30,3,Distribution,0.0,0.0,0.711,0.0,1500622.96,1.9
11,2031-12-30,4,Capital Call,-0.1454,-0.012,0.0,0.0,,1.9
11,2031-12-30,4,Distribution,0.0,0.0,0.6598,0.0,1091090.5,1.9
11,2032-03-30,1,Distribution,0.0,0.0,0.2867,0.3906,454675.4,1.9
11,2032-06-30,2,Distribution,0.0,0.0,0.0,0.7267,1000.0,1.9
11,2032-09-30,3,Distribution,0.0,0.0,0.0,0.6205,1000.0,1.9
11,2032-12-30,4,Distribution,0.0,0.0,0.0,0.5708,1000.0,1.9
11,2033-03-30,1,Distribution,0.0,0.0,0.0,0.5012,1000.0,1.9
11,2033-06-30,2,Distribution,0.0,0.0,0.0,0.3884,1000.0,1.9
11,2033-09-30,3,Distribution,0.0,0.0,0.0,0.3251,1000.0,1.9
11,2033-12-30,4,Distribution,0.0,0.0,0.0,0.2244,1000.0,1.9
11,2034-03-30,1,Distribution,0.0,0.0,0.0,0.1843,1000.0,1.9
11,2034-06-30,2,Distribution,0.0,0.0,0.0,0.1379,1000.0,1.9
11,2034-09-30,3,Distribution,0.0,0.0,0.0,0.0894,1000.0,1.9
11,2034-12-30,4,Distribution,0.0,0.0,0.0,0.0572,1000.0,1.9
11,2035-03-30,1,Distribution,0.0,0.0,0.0,0.0399,1000.0,1.9
11,2035-06-30,2,Distribution,0.0,0.0,0.0,0.0216,1000.0,1.9
11,2035-09-30,3,Distribution,0.0,0.0,0.0,0.0126,1000.0,1.9
11,2035-12-30,4,Distribution,0.0,0.0,0.0,0.0082,1000.0,1.9
11,2036-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
11,2036-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
11,2036-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
11,2036-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
11,2037-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
11,2037-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.9
11,2037-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1008.81,1.9
11,2037-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1016.33,1.9
11,2038-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1022.49,1.9
11,2038-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1014.99,1.9
11,2038-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1014.92,1.9
11,2038-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1020.31,1.9
12,2022-03-30,1,Capital Call,-0.3745,-0.0695,0.0,0.0,304950.81,1.65
12,2022-06-30,2,Capital Call,-0.3785,-0.0695,0.0,0.0,608177.7,1.65
12,2022-09-30,3,Capital Call,-0.3264,-0.0695,0.0,0.0,855295.73,1.65
12,2022-12-30,4,Capital Call,-0.3429,-0.0695,0.0,0.0,1114785.14,1.65
12,2023-03-30,1,Capital Call,-0.3451,-0.0695,0.0,0.0,1375573.02,1.65
12,2023-06-30,2,Capital Call,-0.3889,-0.0695,0.0,0.0,1677536.13,1.65
12,2023-09-30,3,Capital Call,-0.3244,-0.0695,0.0,0.0,1921651.82,1.65
12,2023-12-30,4,Capital Call,-0.3335,-0.0695,0.0,0.0,2159102.96,1.65
12,2024-03-30,1,Capital Call,-0.3516,-0.0695,0.0,0.0,2442629.48,1.65
12,2024-06-30,2,Capital Call,-0.3791,-0.0695,0.0,0.0,2793282.21,1.65
12,2024-09-30,3,Capital Call,-0.4028,-0.0695,0.0,0.0,3161700.4,1.65
12,2024-12-30,4,Capital Call,-0.344,-0.0695,0.0,0.0,3529316.13,1.65
12,2025-03-30,1,Capital Call,-0.3437,-0.0695,0.0,0.0,3824514.15,1.65
12,2025-06-30,2,Capital Call,-0.3706,-0.0695,0.0,0.0,4237088.16,1.65
12,2025-09-30,3,Capital Call,-0.3743,-0.0695,0.0,0.0,4556394.49,1.65
12,2025-12-30,4,Capital Call,-0.3346,-0.0695,0.0,0.0,4855776.65,1.65
12,2026-03-30,1,Capital Call,-0.3953,-0.0695,0.0,0.0,,1.65
12,2026-03-30,1,Distribution,0.0,0.0,0.0199,0.0,5237931.24,1.65
12,2026-06-30,2,Capital Call,-0.3314,-0.0695,0.0,0.0,,1.65
12,2026-06-30,2,Distribution,0.0,0.0,0.037,0.0,5576409.1,1.65
12,2026-09-30,3,Capital Call,-0.3273,-0.0695,0.0,0.0,,1.65
12,2026-09-30,3,Distribution,0.0,0.0,0.0608,0.0,5864399.22,1.65
12,2026-12-30,4,Capital Call,-0.3285,-0.0695,0.0,0.0,,1.65
12,2026-12-30,4,Distribution,0.0,0.0,0.0941,0.0,6114572.89,1.65
12,2027-03-30,1,Capital Call,-0.3706,-0.0348,0.0,0.0,,1.65
12,2027-03-30,1,Distribution,0.0,0.0,0.1621,0.0,6731637.72,1.65
12,2027-06-30,2,Capital Call,-0.4143,-0.0348,0.0,0.0,,1.65
12,2027-06-30,2,Distribution,0.0,0.0,0.223,0.0,7228740.62,1.65
12,2027-09-30,3,Capital Call,-0.4127,-0.0348,0.0,0.0,,1.65
12,2027-09-30,3,Distribution,0.0,0.0,0.3298,0.0,7516334.32,1.65
12,2027-12-30,4,Capital Call,-0.4007,-0.0348,0.0,0.0,,1.65
12,2027-12-30,4,Distribution,0.0,0.0,0.4859,0.0,7794493.12,1.65
12,2028-03-30,1,Capital Call,-0.3607,-0.0348,0.0,0.0,,1.65
12,2028-03-30,1,Distribution,0.0,0.0,0.6532,0.0,7779574.36,1.65
12,2028-06-30,2,Capital Call,-0.3787,-0.0348,0.0,0.0,,1.65
12,2028-06-30,2,Distribution,0.0,0.0,0.7492,0.0,7736123.96,1.65
12,2028-09-30,3,Capital Call,-0.4219,-0.0348,0.0,0.0,,1.65
12,2028-09-30,3,Distribution,0.0,0.0,1.0093,0.0,7425308.89,1.65
12,2028-12-30,4,Capital Call,-0.4324,-0.0348,0.0,0.0,,1.65
12,2028-12-30,4,Distribution,0.0,0.0,1.3046,0.0,7064387.2,1.65
12,2029-03-30,1,Capital Call,-0.3769,-0.0348,0.0,0.0,,1.65
12,2029-03-30,1,Distribution,0.0,0.0,1.3948,0.0,6571600.63,1.65
12,2029-06-30,2,Capital Call,-0.4233,-0.0348,0.0,0.0,,1.65
12,2029-06-30,2,Distribution,0.0,0.0,1.427,0.0,5751634.78,1.65
12,2029-09-30,3,Capital Call,-0.3965,-0.0348,0.0,0.0,,1.65
12,2029-09-30,3,Distribution,0.0,0.0,1.8377,0.0,4603106.76,1.65
12,2029-12-30,4,Capital Call,-0.3994,-0.0348,0.0,0.0,,1.65
12,2029-12-30,4,Distribution,0.0,0.0,1.6244,0.0,3632647.54,1.65
12,2030-03-30,1,Distribution,0.0,0.0,1.7214,0.0,2161127.92,1.65
12,2030-06-30,2,Distribution,0.0,0.0,0.7658,0.8323,684443.75,1.65
12,2030-09-30,3,Distribution,0.0,0.0,0.0,1.6684,1000.0,1.65
12,2030-12-30,4,Distribution,0.0,0.0,0.0,1.4925,1000.0,1.65
12,2031-03-30,1,Distribution,0.0,0.0,0.0,1.2206,1000.0,1.65
12,2031-06-30,2,Distribution,0.0,0.0,0.0,1.0644,1000.0,1.65
12,2031-09-30,3,Distribution,0.0,0.0,0.0,0.8683,1000.0,1.65
12,2031-12-30,4,Distribution,0.0,0.0,0.0,0.5734,1000.0,1.65
12,2032-03-30,1,Distribution,0.0,0.0,0.0,0.4939,1000.0,1.65
12,2032-06-30,2,Distribution,0.0,0.0,0.0,0.3229,1000.0,1.65
12,2032-09-30,3,Distribution,0.0,0.0,0.0,0.2419,1000.0,1.65
12,2032-12-30,4,Distribution,0.0,0.0,0.0,0.1627,1000.0,1.65
12,2033-03-30,1,Distribution,0.0,0.0,0.0,0.0981,1000.0,1.65
12,2033-06-30,2,Distribution,0.0,0.0,0.0,0.0628,1000.0,1.65
12,2033-09-30,3,Distribution,0.0,0.0,0.0,0.0312,1000.0,1.65
12,2033-12-30,4,Distribution,0.0,0.0,0.0,0.0205,1000.0,1.65
12,2034-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.65
12,2034-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1000.82,1.65
12,2034-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1000.24,1.65
12,2034-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.65
12,2035-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.65
12,2035-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1006.52,1.65
12,2035-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1000.0,1.65
12,2035-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1004.98,1.65
12,2036-03-30,1,NAV Update,0.0,0.0,0.0,0.0,1002.01,1.65
12,2036-06-30,2,NAV Update,0.0,0.0,0.0,0.0,1011.61,1.65
12,2036-09-30,3,NAV Update,0.0,0.0,0.0,0.0,1015.18,1.65
12,2036-12-30,4,NAV Update,0.0,0.0,0.0,0.0,1006.44,1.65
13,2020-03-30,1,Capital Call,-0.0997,-0.0175,0.0,0.0,82156.75,1.75
13,2020-06-30,2,Capital Call,-0.087,-0.0175,0.0,0.0,150915.72,1.75
13,2020-09-30,3,Capital Call,-0.0922,-0.0175,0.0,0.0,223030.6,1.75
13,2020-12-30,4,Capital Call,-0.0817,-0.0175,0.0,0.0,284918.63,1.75
13,2021-03-30,1,Capital Call,-0.1015,-0.0175,0.0,0.0,366457.17,1.75
13,2021-06-30,2,Capital Call,-0.0982,-0.0175,0.0,0.0,441243.57,1.75
13,2021-09-30,3,Capital Call,-0.1008,-0.0175,0.0,0.0,519410.45,1.75
13,2021-12-30,4,Capital Call,-0.0834,-0.0175,0.0,0.0,578474.36,1.75
13,2022-03-30,1,Capital Call,-0.0998,-0.0175,0.0,0.0,667425.75,1.75
13,2022-06-30,2,Capital Call,-0.1023,-0.0175,0.0,0.0,760691.35,1.75
13,2022-09-30,3,Capital Call,-0.0819,-0.0175,0.0,0.0,845999.33,1.75
13,2022-12-30,4,Capital Call,-0.0871,-0.0175,0.0,0.0,922979.14,1.75
13,2023-03-30,1,Capital Call,-0.1009,-0.0175,0.0,0.0,1028627.1,1.75
13,2023-06-30,2,Capital Call,-0.0813,-0.0175,0.0,0.0,1114882.7,1.75
13,2023-09-30,3,Capital Call,-0.0876,-0.0175,0.0,0.0,1194402.52,1.75
13,2023-12-30,4,Capital Call,-0.1,-0.0175,0.0,0.0,1302146.04,1.75
